part_id;surface_roughness;parallelism;groove_depth;groove_diameter
120104;1.974;0.028;0.799;-0.036
120201;2.471;0.033;0.781;-0.03
120202;1.962;0.0255;0.802;-0.0325
120203;1.971;0.022;0.796;-0.0125
120204;2.163;0.0245;0.804;-0.0325
120301;2.554;0.0435;0.775;-0.0365
120302;1.872;0.0185;0.803;-0.0315
120303;2.12;0.0195;0.804;-0.034
120304;2.427;0.036;0.804;-0.0305
120401;2.106;0.0355;0.783;-0.0345
120402;2.142;0.0155;0.808;-0.0315
120403;2.532;0.021;0.807;-0.031
120404;2.199;0.016;0.806;-0.0305
120501;2.641;0.0285;0.777;-0.036
120502;2.593;0.045;0.784;-0.032
120503;2.404;0.024;0.78;-0.0285
120504;2.618;0.025;0.783;-0.0295
120601;2.157;0.05;0.779;-0.036
120602;2.47;0.0365;0.779;-0.0355
120603;2.102;0.0275;0.78;-0.035
120604;2.078;0.03;0.78;-0.036
120701;2.072;0.033;0.777;-0.034
120702;1.835;0.04;0.777;-0.033
120703;2.629;0.0405;0.775;-0.035
120704;2.296;0.0285;0.78;-0.0375
120801;2.259;0.047;0.776;-0.03
120802;2.326;0.0345;0.776;-0.036
120803;2.238;0.0285;0.776;-0.036
120804;2.16;0.0265;0.779;-0.0365
120901;1.917;0.029;0.775;-0.0335
120902;2.28;0.036;0.775;-0.033
120903;2.345;0.025;0.778;-0.034
120904;2.217;0.036;0.782;-0.0335
121001;1.724;0.0395;0.783;-0.0265
121002;1.761;0.03;0.824;-0.025
121003;1.939;0.0435;0.789;-0.0295
121004;2.48;0.074;0.78;-0.035
121101;1.697;0.0275;0.801;-0.028
121102;1.854;0.0355;0.789;-0.027
121103;1.824;0.0225;0.789;-0.0265
121104;2.099;0.044;0.777;-0.0325
121201;2.148;0.026;0.786;-0.027
121202;2.137;0.033;0.786;-0.03
121203;2.041;0.0245;0.786;-0.0265
121204;2.112;0.0375;0.787;-0.0315
121301;1.909;0.023;0.783;-0.028
121302;1.874;0.026;0.778;-0.023
121303;2.009;0.0285;0.784;-0.0245
121304;1.147;0.04;0.079;-0.0405
121401;2.036;0.03;0.781;-0.0235
121402;2.055;0.0295;0.787;-0.026
121403;2.037;0.0275;0.786;-0.0285
121404;2.007;0.0305;0.786;-0.025
121501;1.989;0.039;0.78;-0.0255
121502;2.462;0.0245;0.775;-0.0355
121503;2.676;0.023;0.782;-0.037
121504;2.503;0.03;0.781;-0.0355
121601;2.019;0.035;0.784;-0.0235
121602;1.953;0.025;0.788;-0.0265
121603;2.256;0.036;0.78;-0.026
121604;2.187;0.0205;0.788;-0.026
121701;1.926;0.0275;0.783;-0.035
121702;1.964;0.05;0.78;-0.0355
121703;2.497;0.0145;0.804;-0.032
121704;2.394;0.02;0.805;-0.034
121801;2.142;0.0335;0.779;-0.034
121802;1.908;0.0325;0.783;-0.034
121803;2.526;0.0265;0.805;-0.0325
121804;2.037;0.0195;0.812;-0.032
121901;2.268;0.0385;0.785;-0.034
121902;2.259;0.02;0.808;-0.033
121903;2.562;0.0185;0.807;-0.0335
122001;2.077;0.0235;0.776;-0.0355
122002;2.184;0.021;0.808;-0.0315
122003;2.456;0.0325;0.807;-0.034
122004;2.783;0.07;0.813;-0.032
122101;1.848;0.029;0.78;-0.0255
122102;2.356;0.03;0.802;-0.0305
122104;2.737;0.0155;0.808;-0.0305
122201;1.926;0.037;0.789;-0.026
122202;2.384;0.0185;0.811;-0.0305
122204;2.651;0.0205;0.808;-0.0325
122301;1.831;0.034;0.782;-0.022
122302;2.453;0.0285;0.81;-0.032
122303;2.786;0.0175;0.809;-0.033
122304;2.692;0.0275;0.807;-0.032
122401;2.272;0.036;0.776;-0.034
122402;2.808;0.0265;0.801;-0.029
122403;2.056;0.024;0.814;-0.032
122404;2.256;0.0405;0.807;-0.035
122501;2.212;0.037;0.787;-0.0265
122503;2.125;0.0235;0.806;-0.033
122504;2.488;0.023;0.805;-0.0325
122601;2.501;0.396;0.762;-0.0375
122602;2.94;0.0185;0.807;-0.0315
122603;2.539;0.034;0.813;-0.0335
122604;2.65;0.022;0.808;-0.034
122701;2.042;0.042;0.782;-0.0255
122702;2.243;0.0175;0.801;-0.0325
122703;2.639;0.025;0.807;-0.036
122704;2.583;0.029;0.81;-0.0355
122801;1.966;0.042;0.775;-0.026
122802;2.489;0.0445;0.808;-0.0315
122803;2.696;0.021;0.807;-0.0315
122804;2.839;0.0255;0.799;-0.0365
122901;6.38;0.061;0.778;-0.0405
122902;3.696;0.134;0.798;-0.0395
122903;5.879;0.155;0.786;-0.0505
122904;4.213;0.079;0.78;-0.0455
123001;6.059;0.07;0.763;-0.044
123002;6.509;0.349;0.792;-0.05
123003;5.839;0.053;0.79;-0.0525
123004;6.98;0.049;0.785;-0.037
123101;7.983;0.111;0.77;-0.0435
123102;3.522;0.082;0.782;-0.042
123103;6.463;0.094;0.793;-0.052
123104;6.403;0.053;0.785;-0.043
123201;6.286;0.146;0.784;-0.037
123202;6.63;0.068;0.771;-0.043
123203;3.46;0.053;0.784;-0.048
123204;7.239;0.137;0.788;-0.0445
123301;6.394;0.094;0.772;-0.0455
123302;6.165;0.234;0.781;-0.0505
123303;6.035;0.117;0.795;-0.046
123304;6.543;0.044;0.776;-0.0415
123402;6.731;0.28;0.783;-0.0435
123403;6.651;0.04;0.765;-0.0245
123404;6.736;0.068;0.773;-0.046
123501;4.788;0.119;0.768;-0.0375
123502;6.345;0.107;0.777;-0.0395
123503;4.509;0.19;0.758;-0.0425
123504;7.013;0.061;0.783;-0.0465
123601;6.386;0.161;0.767;-0.049
123602;6.507;0.109;0.758;-0.0415
123603;6.895;0.101;0.768;-0.035
123604;6.786;0.051;0.779;-0.0415
123701;6.858;0.08;0.776;-0.0475
123702;6.745;0.054;0.781;-0.047
123703;6.79;0.048;0.783;-0.0455
123704;6.449;0.043;0.782;-0.039
123801;6.436;0.143;0.775;-0.0135
123802;6.68;0.045;0.774;-0.039
123901;6.754;0.045;0.795;-0.0525
123902;7.248;0.041;0.788;-0.0545
123903;7.005;0.179;0.797;-0.044
124002;3.172;0.0502;0.793;-0.0235
124003;2.598;0.0638;0.776;-0.039
124004;1.825;0.0458;0.793;-0.0385
124101;2.364;0.0816;0.801;-0.038
124102;4.191;0.0672;0.807;-0.0385
124103;2.683;0.0864;0.798;-0.0425
124104;3.401;0.0358;0.795;-0.036
124201;2.232;0.0386;0.792;-0.0375
124202;2.352;0.0516;0.796;-0.036
124203;3.741;0.0265;0.797;-0.0305
124204;3.999;0.124;0.802;-0.0375
124301;2.579;0.0446;0.795;-0.039
124302;3.208;0.0484;0.805;-0.039
124303;2.119;0.0242;0.801;-0.036
124401;2.7;0.0376;0.793;-0.0325
124402;2.83;0.025;0.801;-0.0405
124403;2.837;0.02;0.801;-0.038
124404;3.378;0.0485;0.779;-0.0305
124501;1.342;0.0746;0.803;-0.0375
124502;3.922;0.039;0.798;-0.0405
124503;2.374;0.0636;0.807;-0.041
124504;1.853;0.0462;0.808;-0.034
124601;4.175;0.0304;0.804;-0.0365
124602;2.232;0.1746;0.8;-0.035
124603;2.362;0.0606;0.802;-0.033
124604;2.324;0.074;0.812;-0.0375
124701;2.422;0.0288;0.797;-0.0405
124702;2.268;0.0454;0.803;-0.037
124703;1.996;0.0416;0.798;-0.034
124704;2.29;0.0468;0.81;-0.041
124801;1.865;0.0774;0.805;-0.0335
124802;6.151;0.302;0.747;-0.0445
124802;6.123;0.302;0.797;-0.038
124803;5.524;0.059;0.799;-0.0465
124804;2.998;0.0586;0.802;-0.0365
124901;6.304;0.04;0.79;-0.0435
